,lon,lat,alt,x,y,Fairway,Green,club,dist,angle,mean
57,-84.22763265306122,34.080158730158736,316.224609375,13.342267918456155,79.28571428598019,1.0,0.0,9 Iron,112.49023879833044,0.11264372705492029,3.7723746952901878
58,-84.22763265306122,34.080141723356014,316.484619141,13.342267918456155,77.39795918387671,1.0,0.0,9 Iron,211.60564832105018,4.937823205934241,2.91198602416397
59,-84.22763265306122,34.08012471655329,316.580322266,13.342267918456155,75.51020408177322,1.0,0.0,9 Iron,221.58038952006217,6.256941134884886,4.0824020329042305
60,-84.22763265306122,34.08010770975057,316.600341797,13.342267918456155,73.62244897966974,1.0,0.0,9 Iron,94.09977966524274,6.076702084164924,2.7084884326662513
61,-84.22763265306122,34.08009070294785,316.440338135,13.342267918456155,71.73469387756626,1.0,0.0,9 Iron,94.94843389223959,3.610690168197921,1.1201052194532775
62,-84.22763265306122,34.08007369614513,316.160339355,13.342267918456155,69.84693877546277,1.0,0.0,9 Iron,200.45556412460158,4.5837873598965775,5.661725869962244
63,-84.22763265306122,34.080056689342406,315.883300781,13.342267918456155,67.95918367335929,1.0,0.0,9 Iron,65.03720365479978,3.3147799592938907,5.762048656194148
64,-84.22763265306122,34.080039682539685,315.623321533,13.342267918456155,66.07142857125581,1.0,0.0,9 Iron,62.48627607284832,0.22703993877011824,4.022926950052143
65,-84.22763265306122,34.08002267573696,315.44329834,13.342267918456155,64.18367346915232,1.0,0.0,9 Iron,131.149694207105,1.2616800308195029,4.684718349849313
66,-84.22763265306122,34.08000566893424,315.323303223,13.342267918456155,62.29591836704884,1.0,0.0,9 Iron,229.6946538103227,2.20173107725653,3.331160402321104
67,-84.22763265306122,34.07998866213152,315.263305664,13.342267918456155,60.40816326494536,1.0,0.0,9 Iron,283.0235117449471,2.422320722067035,4.239107994866581
68,-84.22763265306122,34.0799716553288,315.211425781,13.342267918456155,58.520408162841875,1.0,0.0,9 Iron,217.44278499377444,3.0342755480575794,3.266061454999247
69,-84.22763265306122,34.07995464852608,315.191436768,13.342267918456155,56.632653061527094,1.0,0.0,9 Iron,299.52960957159274,2.704143474852505,2.704485036553102
70,-84.22763265306122,34.07993764172336,315.191436768,13.342267918456155,54.74489795942361,1.0,0.0,9 Iron,138.86694767047896,2.0392907179066837,2.467719520376185
71,-84.22763265306122,34.07992063492064,315.191436768,13.342267918456155,52.85714285732013,1.0,0.0,9 Iron,187.99195444170587,2.5549900898419433,3.426933514377167
72,-84.22763265306122,34.07990362811792,315.149993896,13.342267918456155,50.969387755216644,1.0,0.0,9 Iron,233.96724326212555,5.278823153390661,1.073387739542143
73,-84.22763265306122,34.0798866213152,314.969970703,13.342267918456155,49.08163265311316,1.0,0.0,9 Iron,234.77293870011593,0.128787511971004,5.460216165717943
74,-84.22763265306122,34.079869614512475,314.829986572,13.342267918456155,47.19387755100968,1.0,0.0,9 Iron,259.06785477246285,2.104787119951641,2.8306630359312996
75,-84.22763265306122,34.07985260770975,314.689971924,13.342267918456155,45.306122448906194,1.0,0.0,9 Iron,174.67485855862552,4.617568151471333,2.7598169775798085
76,-84.22763265306122,34.07983560090703,314.620666504,13.342267918456155,43.41836734680271,1.0,0.0,9 Iron,292.34621420592805,5.631194805319135,1.0467114540184077
102,-84.22748752834467,34.08024376417234,316.923919678,26.68453583691231,88.7244897957089,1.0,0.0,9 Iron,121.78598255660881,4.714756094084799,1.8698908876522897
103,-84.22748752834467,34.080226757369616,316.863922119,26.68453583691231,86.83673469360542,1.0,0.0,9 Iron,227.2796873102278,1.5702207466854454,2.9867911311204134
104,-84.22748752834467,34.080209750566894,316.923919678,26.68453583691231,84.94897959150194,1.0,0.0,9 Iron,91.18994779798346,2.053765595099179,3.5527457788715493
105,-84.22748752834467,34.08019274376417,316.965545654,26.68453583691231,83.06122448939846,1.0,0.0,9 Iron,269.90658738928386,0.850030728506095,3.147593497102215
106,-84.22748752834467,34.08017573696145,316.985565186,26.68453583691231,81.17346938729497,1.0,0.0,9 Iron,290.53464750529776,2.189581009463867,4.252878651444904
107,-84.22748752834467,34.080158730158736,317.005554199,26.68453583691231,79.28571428598019,1.0,0.0,9 Iron,115.53105414994853,1.1250237961052931,4.052426106537755
108,-84.22748752834467,34.080141723356014,317.005554199,26.68453583691231,77.39795918387671,1.0,0.0,9 Iron,197.361674166375,5.319733389630839,1.727549261725375
109,-84.22748752834467,34.08012471655329,316.982513428,26.68453583691231,75.51020408177322,1.0,0.0,9 Iron,274.4388305296695,1.901240919763182,3.2633023024673267
110,-84.22748752834467,34.08010770975057,316.9425354,26.68453583691231,73.62244897966974,1.0,0.0,9 Iron,68.99759348478598,3.4713351099502834,4.77595703666596
111,-84.22748752834467,34.08009070294785,316.922515869,26.68453583691231,71.73469387756626,1.0,0.0,9 Iron,101.55529719312032,1.6728161981685337,4.851020737488259
112,-84.22748752834467,34.08007369614513,316.842529297,26.68453583691231,69.84693877546277,1.0,0.0,9 Iron,287.1247934241229,6.157237164788676,2.904013848940032
113,-84.22748752834467,34.080056689342406,316.582946777,26.68453583691231,67.95918367335929,1.0,0.0,9 Iron,254.1340409839109,1.5105473385492572,1.783774500762433
114,-84.22748752834467,34.080039682539685,316.422943115,26.68453583691231,66.07142857125581,1.0,0.0,9 Iron,197.60230348565358,5.004591547599949,3.511964326539919
115,-84.22748752834467,34.08002267573696,315.922943115,26.68453583691231,64.18367346915232,1.0,0.0,9 Iron,220.9088591779201,5.028838093721441,3.1093415576920167
116,-84.22748752834467,34.08000566893424,315.482940674,26.68453583691231,62.29591836704884,1.0,0.0,9 Iron,118.33026456541694,0.8195731233938682,5.911557432518041
117,-84.22748752834467,34.07998866213152,315.122955322,26.68453583691231,60.40816326494536,1.0,0.0,9 Iron,198.76316211086495,2.632524688857474,1.5935297322990696
118,-84.22748752834467,34.0799716553288,314.901519775,26.68453583691231,58.520408162841875,1.0,0.0,9 Iron,121.25073158903325,1.9566229424250277,1.8429358324183607
119,-84.22748752834467,34.07995464852608,314.781524658,26.68453583691231,56.632653061527094,1.0,0.0,9 Iron,261.3504924224108,2.9839340242674885,4.791497645213282
120,-84.22748752834467,34.07993764172336,314.64151001,26.68453583691231,54.74489795942361,1.0,0.0,9 Iron,230.66231008573075,0.8898728687843507,2.9746427072879547
121,-84.22748752834467,34.07992063492064,314.521514893,26.68453583691231,52.85714285732013,1.0,0.0,9 Iron,124.12641580290321,0.8723409690400947,3.4689028850180024
122,-84.22748752834467,34.07990362811792,314.351593018,26.68453583691231,50.969387755216644,1.0,0.0,9 Iron,103.04429829423891,4.178041342127144,1.9842273347362163
123,-84.22748752834467,34.0798866213152,314.251586914,26.68453583691231,49.08163265311316,1.0,0.0,9 Iron,276.2901998319661,1.230648717587683,1.266288807573782
124,-84.22748752834467,34.079869614512475,314.091583252,26.68453583691231,47.19387755100968,1.0,0.0,9 Iron,119.82230680291569,1.3245570057262186,2.4972141021901066
125,-84.22748752834467,34.07985260770975,313.971588135,26.68453583691231,45.306122448906194,1.0,0.0,9 Iron,201.77666623651845,4.969626806545249,1.2948188490703192
126,-84.22748752834467,34.07983560090703,313.856811523,26.68453583691231,43.41836734680271,1.0,0.0,9 Iron,84.28475662766557,1.7373674040024671,3.629539979616196
127,-84.22748752834467,34.07981859410431,313.776794434,26.68453583691231,41.53061224469923,1.0,0.0,9 Iron,263.7360029625971,0.3462233239699946,3.7319031803442755
150,-84.22734240362811,34.08027777777778,317.108947754,40.02680375536846,92.49999999991587,1.0,0.0,9 Iron,169.43425459045255,3.8776938427019565,1.893489714074565
151,-84.22734240362811,34.08026077097506,317.111175537,40.02680375536846,90.61224489781239,1.0,0.0,9 Iron,291.0948562490778,4.18722944679854,2.8977574928923553
152,-84.22734240362811,34.08024376417234,317.171173096,40.02680375536846,88.7244897957089,1.0,0.0,9 Iron,72.88768831035627,0.8035224474267347,2.836362543352102
153,-84.22734240362811,34.080226757369616,317.151153564,40.02680375536846,86.83673469360542,1.0,0.0,9 Iron,70.94234513302717,1.0153072729898462,5.09444919693262
154,-84.22734240362811,34.080209750566894,317.131164551,40.02680375536846,84.94897959150194,1.0,0.0,9 Iron,260.47917974518504,4.72066142977523,1.439276961235307
155,-84.22734240362811,34.08019274376417,317.132171631,40.02680375536846,83.06122448939846,1.0,0.0,9 Iron,256.44020239849425,4.253059727260219,5.628927075523363
156,-84.22734240362811,34.08017573696145,317.112182617,40.02680375536846,81.17346938729497,1.0,0.0,9 Iron,102.58842730626226,2.7157720288065934,1.2192224671150251
157,-84.22734240362811,34.080158730158736,317.112182617,40.02680375536846,79.28571428598019,1.0,0.0,9 Iron,299.7470176983062,6.210791169016053,3.880222109267879
158,-84.22734240362811,34.080141723356014,317.092193604,40.02680375536846,77.39795918387671,1.0,0.0,9 Iron,126.20775299662732,2.5914678892919096,2.415612875883034
159,-84.22734240362811,34.08012471655329,317.087280273,40.02680375536846,75.51020408177322,1.0,0.0,9 Iron,103.59087235721725,1.6720853574542267,1.8219313396368966
160,-84.22734240362811,34.08010770975057,317.047271729,40.02680375536846,73.62244897966974,1.0,0.0,9 Iron,166.26126455127013,5.17697225834533,5.421859343922351
161,-84.22734240362811,34.08009070294785,316.98727417,40.02680375536846,71.73469387756626,1.0,0.0,9 Iron,126.5058787777201,2.415929368049378,2.3514663748866296
162,-84.22734240362811,34.08007369614513,316.727264404,40.02680375536846,69.84693877546277,1.0,0.0,9 Iron,199.69303966419182,4.495873061555676,4.892973051746777
163,-84.22734240362811,34.080056689342406,316.327270508,40.02680375536846,67.95918367335929,1.0,0.0,9 Iron,100.49028728201554,1.7479257403432005,1.14736861358478
164,-84.22734240362811,34.080039682539685,315.924987793,40.02680375536846,66.07142857125581,1.0,0.0,9 Iron,219.87650751144506,2.6912608682065144,3.709129683078944
165,-84.22734240362811,34.08002267573696,315.664978027,40.02680375536846,64.18367346915232,1.0,0.0,9 Iron,62.244365830784645,1.2994459301762546,4.752127706201988
166,-84.22734240362811,34.08000566893424,315.404998779,40.02680375536846,62.29591836704884,1.0,0.0,9 Iron,234.50800986514753,2.234735531553181,5.667833835271224
167,-84.22734240362811,34.07998866213152,315.144989014,40.02680375536846,60.40816326494536,1.0,0.0,9 Iron,169.5801633722672,4.879662458023407,3.212980007917598
168,-84.22734240362811,34.0799716553288,314.926147461,40.02680375536846,58.520408162841875,1.0,0.0,9 Iron,86.16127736906353,4.753260698162382,4.100048784332844
169,-84.22734240362811,34.07995464852608,314.70614624,40.02680375536846,56.632653061527094,1.0,0.0,9 Iron,159.07116311511848,2.793431557956039,2.398141144862925
170,-84.22734240362811,34.07993764172336,314.606140137,40.02680375536846,54.74489795942361,1.0,0.0,9 Iron,95.27358484431348,3.814192115177253,3.678712750095361
171,-84.22734240362811,34.07992063492064,314.406158447,40.02680375536846,52.85714285732013,1.0,0.0,9 Iron,110.30589238961723,0.19751986543531358,3.6614549836791768
172,-84.22734240362811,34.07990362811792,314.182800293,40.02680375536846,50.969387755216644,1.0,0.0,9 Iron,126.07310678572847,3.460219200609389,3.877965823642354
173,-84.22734240362811,34.0798866213152,313.942810059,40.02680375536846,49.08163265311316,1.0,0.0,9 Iron,277.8130912002086,5.31233035809582,3.1003420502597536
174,-84.22734240362811,34.079869614512475,313.642822266,40.02680375536846,47.19387755100968,1.0,0.0,9 Iron,123.05565975787452,3.6040656097369173,2.149737515306255
175,-84.22734240362811,34.07985260770975,313.3828125,40.02680375536846,45.306122448906194,1.0,0.0,9 Iron,228.09672224007198,2.892550035007472,1.4742462547644117
176,-84.22734240362811,34.07983560090703,313.112731934,40.02680375536846,43.41836734680271,1.0,0.0,9 Iron,175.39149285970637,5.902327322226751,2.645560861253379
177,-84.22734240362811,34.07981859410431,312.912719727,40.02680375536846,41.53061224469923,1.0,0.0,9 Iron,140.88494299754265,4.267660264669074,1.029112060999335
178,-84.22734240362811,34.07980158730159,312.972717285,40.02680375536846,39.642857142595744,1.0,0.0,9 Iron,176.40946304855032,6.008717829684646,5.338485835143368
200,-84.22719727891156,34.08027777777778,317.143341064,53.36907167382462,92.49999999991587,1.0,0.0,9 Iron,166.31915212496097,0.8877261058293583,1.7280874578903425
201,-84.22719727891156,34.08026077097506,317.131896973,53.36907167382462,90.61224489781239,1.0,0.0,9 Iron,148.61939245049055,2.1358630934053684,1.2206755553686142
202,-84.22719727891156,34.08024376417234,317.011901855,53.36907167382462,88.7244897957089,1.0,0.0,9 Iron,195.53655806927395,2.8208109677172373,5.600250447386912
203,-84.22719727891156,34.080226757369616,316.911895752,53.36907167382462,86.83673469360542,1.0,0.0,9 Iron,105.05889356970988,6.009777987676314,1.7693133433801762
204,-84.22719727891156,34.080209750566894,317.011901855,53.36907167382462,84.94897959150194,1.0,0.0,9 Iron,61.255655644802225,3.039629445950317,2.702745771886595
205,-84.22719727891156,34.08019274376417,317.095550537,53.36907167382462,83.06122448939846,1.0,0.0,9 Iron,94.52079903912151,1.2613139503570385,5.895393327850124
206,-84.22719727891156,34.08017573696145,317.095550537,53.36907167382462,81.17346938729497,1.0,0.0,9 Iron,84.80303249250784,3.0522389678902018,3.8763901837094363
207,-84.22719727891156,34.080158730158736,317.115539551,53.36907167382462,79.28571428598019,1.0,0.0,9 Iron,196.63144035605316,2.3537136613681846,2.4181466590408043
208,-84.22719727891156,34.080141723356014,317.115539551,53.36907167382462,77.39795918387671,1.0,0.0,9 Iron,65.83676293336691,0.5842819417985499,2.403219696546443
209,-84.22719727891156,34.08012471655329,317.095550537,53.36907167382462,75.51020408177322,1.0,0.0,9 Iron,196.0277635468722,1.7097641125098388,1.021357733341808
210,-84.22719727891156,34.08010770975057,317.005950928,53.36907167382462,73.62244897966974,1.0,0.0,9 Iron,250.10069544549145,5.639855146089121,3.5063793674886665
211,-84.22719727891156,34.08009070294785,316.765960693,53.36907167382462,71.73469387756626,1.0,0.0,9 Iron,187.65658223360046,4.415111921003782,4.5413876073104635
212,-84.22719727891156,34.08007369614513,316.385955811,53.36907167382462,69.84693877546277,1.0,0.0,9 Iron,278.56266595978394,1.4007543837687735,3.2339715699777236
213,-84.22719727891156,34.080056689342406,315.965942383,53.36907167382462,67.95918367335929,1.0,0.0,9 Iron,162.73404712804737,1.0396385643168224,1.709584183322518
214,-84.22719727891156,34.080039682539685,315.526733398,53.36907167382462,66.07142857125581,1.0,0.0,9 Iron,149.20359073141034,1.0816250123608993,1.9747435041369312
215,-84.22719727891156,34.08002267573696,315.126708984,53.36907167382462,64.18367346915232,1.0,0.0,9 Iron,143.7588038640039,2.789810020467413,2.7290429940141965
216,-84.22719727891156,34.08000566893424,314.866729736,53.36907167382462,62.29591836704884,1.0,0.0,9 Iron,98.37724599836277,3.924977309632524,2.7141895814377284
217,-84.22719727891156,34.07998866213152,314.766723633,53.36907167382462,60.40816326494536,1.0,0.0,9 Iron,280.97415091182955,2.5403600945740688,4.513177114105844
218,-84.22719727891156,34.0799716553288,314.633331299,53.36907167382462,58.520408162841875,1.0,0.0,9 Iron,151.29442378311353,0.979609264031518,4.4976348672156545
219,-84.22719727891156,34.07995464852608,314.49331665,53.36907167382462,56.632653061527094,1.0,0.0,9 Iron,151.09183484100112,1.00038222571996,3.0056187003408232
220,-84.22719727891156,34.07993764172336,314.333312988,53.36907167382462,54.74489795942361,1.0,0.0,9 Iron,154.74258631753906,2.9714963816118316,2.027321522698432
221,-84.22719727891156,34.07992063492064,314.113311768,53.36907167382462,52.85714285732013,1.0,0.0,9 Iron,145.0865742091058,5.108202114990204,1.944011614783196
222,-84.22719727891156,34.07990362811792,313.844787598,53.36907167382462,50.969387755216644,1.0,0.0,9 Iron,74.79061009399035,1.9745826203598096,2.8598136437460355
223,-84.22719727891156,34.0798866213152,313.564788818,53.36907167382462,49.08163265311316,1.0,0.0,9 Iron,117.25119354831996,3.048436738718672,4.074459990325118
224,-84.22719727891156,34.079869614512475,313.364776611,53.36907167382462,47.19387755100968,1.0,0.0,9 Iron,251.32677995090617,3.709308989841841,3.4515032873305724
225,-84.22719727891156,34.07985260770975,313.284790039,53.36907167382462,45.306122448906194,1.0,0.0,9 Iron,275.5236240956284,4.772645515702647,4.925221987991665
226,-84.22719727891156,34.07983560090703,313.124786377,53.36907167382462,43.41836734680271,1.0,0.0,9 Iron,164.06092644448213,4.22297279827499,4.244421270528463
227,-84.22719727891156,34.07981859410431,313.02532959,53.36907167382462,41.53061224469923,1.0,0.0,9 Iron,197.25526430540745,5.384627539264931,3.258857283118666
228,-84.22719727891156,34.07980158730159,312.9453125,53.36907167382462,39.642857142595744,1.0,0.0,9 Iron,133.86836318090317,0.9023667776632316,5.614078997801098
229,-84.22719727891156,34.07978458049887,312.825317383,53.36907167382462,37.75510204049226,1.0,0.0,9 Iron,277.33213367502685,1.5847012909087765,2.934492714765787
250,-84.22705215419501,34.08027777777778,316.758728027,66.71133959228078,92.49999999991587,1.0,0.0,9 Iron,256.38721545540557,4.854091030995841,1.7390479486434738
251,-84.22705215419501,34.08026077097506,316.803833008,66.71133959228078,90.61224489781239,1.0,0.0,9 Iron,199.8240004840664,1.1567647432122177,1.9975909627691908
252,-84.22705215419501,34.08024376417234,316.643859863,66.71133959228078,88.7244897957089,1.0,0.0,9 Iron,83.87062048487462,1.367658103770731,3.1302945991557305
253,-84.22705215419501,34.080226757369616,316.483856201,66.71133959228078,86.83673469360542,1.0,0.0,9 Iron,294.92010538216044,0.5649985256381533,4.821136593582654
254,-84.22705215419501,34.080209750566894,316.323852539,66.71133959228078,84.94897959150194,1.0,0.0,9 Iron,141.84829997414707,3.9605616119921665,5.1753352980471
255,-84.22705215419501,34.08019274376417,316.223846436,66.71133959228078,83.06122448939846,1.0,0.0,9 Iron,175.26230729135148,0.3685201430772366,3.1820197448153196
256,-84.22705215419501,34.08017573696145,316.054779053,66.71133959228078,81.17346938729497,1.0,0.0,9 Iron,219.85297377288964,5.072133391950618,3.7951987350183103
257,-84.22705215419501,34.080158730158736,315.854797363,66.71133959228078,79.28571428598019,1.0,0.0,9 Iron,67.85918546344304,1.5507849406599419,3.331548778072599
258,-84.22705215419501,34.080141723356014,315.634796143,66.71133959228078,77.39795918387671,1.0,0.0,9 Iron,158.243972208136,2.92193334016165,5.543850093271563
259,-84.22705215419501,34.08012471655329,315.494781494,66.71133959228078,75.51020408177322,1.0,0.0,9 Iron,68.5065448994403,4.089291397073039,5.123920853172075
260,-84.22705215419501,34.08010770975057,315.373474121,66.71133959228078,73.62244897966974,1.0,0.0,9 Iron,119.99704891005533,3.9742166518989,2.7536037500198387
261,-84.22705215419501,34.08009070294785,315.213470459,66.71133959228078,71.73469387756626,1.0,0.0,9 Iron,91.60469637146635,5.4305724448091395,4.722421911632487
262,-84.22705215419501,34.08007369614513,315.093475342,66.71133959228078,69.84693877546277,1.0,0.0,9 Iron,296.67581693795586,4.706406795025301,2.540263432896334
263,-84.22705215419501,34.080056689342406,315.013458252,66.71133959228078,67.95918367335929,1.0,0.0,9 Iron,282.98635906596985,3.743668319225434,5.14411355129362
264,-84.22705215419501,34.080039682539685,314.895812988,66.71133959228078,66.07142857125581,1.0,0.0,9 Iron,87.68277911171269,1.7739040932458505,1.2735582962978738
265,-84.22705215419501,34.08002267573696,314.775787354,66.71133959228078,64.18367346915232,1.0,0.0,9 Iron,215.91249863904892,2.9134155824390477,1.8669738818844197
266,-84.22705215419501,34.08000566893424,314.615814209,66.71133959228078,62.29591836704884,1.0,0.0,9 Iron,283.38717080770385,2.640736804016726,3.3933098822623506
267,-84.22705215419501,34.07998866213152,314.475799561,66.71133959228078,60.40816326494536,1.0,0.0,9 Iron,121.21500615989598,3.6759609325770506,3.846156548656938
268,-84.22705215419501,34.0799716553288,314.352905273,66.71133959228078,58.520408162841875,1.0,0.0,9 Iron,294.25891988506913,2.266434488757633,3.8693147428489754
269,-84.22705215419501,34.07995464852608,314.192901611,66.71133959228078,56.632653061527094,1.0,0.0,9 Iron,228.2065586135553,2.2351676757899916,5.22755521990786
270,-84.22705215419501,34.07993764172336,313.992919922,66.71133959228078,54.74489795942361,1.0,0.0,9 Iron,121.5872949966051,4.0876319258024685,2.2380165036040403
271,-84.22705215419501,34.07992063492064,313.772918701,66.71133959228078,52.85714285732013,1.0,0.0,9 Iron,272.24902564017054,3.187145638421712,5.7567312292901285
272,-84.22705215419501,34.07990362811792,313.672912598,66.71133959228078,50.969387755216644,1.0,0.0,9 Iron,67.64056775818536,3.1803267241986237,4.5680652457699615
273,-84.22705215419501,34.0798866213152,313.538543701,66.71133959228078,49.08163265311316,1.0,0.0,9 Iron,73.3371002919428,5.502681719640643,1.2976828885269294
274,-84.22705215419501,34.079869614512475,313.498535156,66.71133959228078,47.19387755100968,1.0,0.0,9 Iron,63.977907513684116,1.798825777630128,4.402849586182876
275,-84.22705215419501,34.07985260770975,313.518554688,66.71133959228078,45.306122448906194,1.0,0.0,9 Iron,126.82040929924425,3.921439856060882,2.394806723441449
276,-84.22705215419501,34.07983560090703,313.578552246,66.71133959228078,43.41836734680271,1.0,0.0,9 Iron,216.904538601265,1.0495979027445677,2.844571661577209
277,-84.22705215419501,34.07981859410431,313.65133667,66.71133959228078,41.53061224469923,1.0,0.0,9 Iron,156.6122102571388,3.5286369778889246,2.2941148625274934
278,-84.22705215419501,34.07980158730159,313.791320801,66.71133959228078,39.642857142595744,1.0,0.0,9 Iron,298.59355641892773,1.222969755559803,4.301745094622882
279,-84.22705215419501,34.07978458049887,313.951324463,66.71133959228078,37.75510204049226,1.0,0.0,9 Iron,265.6605783947629,1.3917166340115128,4.105808809303729
280,-84.22705215419501,34.079767573696145,314.031341553,66.71133959228078,35.86734693838878,1.0,0.0,9 Iron,199.78030665071998,0.37172948095521235,2.1673979431533517
300,-84.22690702947845,34.08027777777778,316.667755127,80.05360751073692,92.49999999991587,1.0,0.0,9 Iron,141.02174448145837,0.40951870981566446,2.5911152896435383
301,-84.22690702947845,34.08026077097506,316.627746582,80.05360751073692,90.61224489781239,1.0,0.0,9 Iron,67.1739353531044,5.9602971208554445,5.8438458911137925
302,-84.22690702947845,34.08024376417234,316.576049805,80.05360751073692,88.7244897957089,1.0,0.0,9 Iron,100.67640412450226,0.36868052543694135,5.140036032995882
303,-84.22690702947845,34.080226757369616,316.416046143,80.05360751073692,86.83673469360542,1.0,0.0,9 Iron,225.10728348136522,0.5023767945024479,4.576921991484781
304,-84.22690702947845,34.080209750566894,315.916046143,80.05360751073692,84.94897959150194,1.0,0.0,9 Iron,67.19896497259904,4.0056850416778635,4.471142985140628
305,-84.22690702947845,34.08019274376417,315.576049805,80.05360751073692,83.06122448939846,1.0,0.0,9 Iron,143.60975104495049,5.516188930055661,1.104362418799155
306,-84.22690702947845,34.08017573696145,315.568328857,80.05360751073692,81.17346938729497,1.0,0.0,9 Iron,245.99483560166283,6.114261278924544,4.56669306331903
307,-84.22690702947845,34.080158730158736,315.548339844,80.05360751073692,79.28571428598019,1.0,0.0,9 Iron,187.43532144942174,1.9154221680414631,2.4986476804771813
308,-84.22690702947845,34.080141723356014,315.548339844,80.05360751073692,77.39795918387671,1.0,0.0,9 Iron,298.5049646935955,3.878897202937153,3.8401024056583246
309,-84.22690702947845,34.08012471655329,315.488342285,80.05360751073692,75.51020408177322,1.0,0.0,9 Iron,82.22318712490419,2.9727126420736716,5.116999009007936
310,-84.22690702947845,34.08010770975057,315.431640625,80.05360751073692,73.62244897966974,1.0,0.0,9 Iron,76.35323813985929,2.1915775316772845,2.422502157148821
311,-84.22690702947845,34.08009070294785,315.231628418,80.05360751073692,71.73469387756626,1.0,0.0,9 Iron,141.2335279604777,1.7988797015229794,4.657402563848779
312,-84.22690702947845,34.08007369614513,315.051635742,80.05360751073692,69.84693877546277,1.0,0.0,9 Iron,126.6641528014903,1.1906438805299944,2.9669150348348974
313,-84.22690702947845,34.080056689342406,314.97164917,80.05360751073692,67.95918367335929,1.0,0.0,9 Iron,151.95445035123265,4.288067104925698,5.134839783542096
314,-84.22690702947845,34.080039682539685,314.856750488,80.05360751073692,66.07142857125581,1.0,0.0,9 Iron,168.74970496859822,1.0555835150813053,2.0855346961298835
